Unnamed: 0,Date,MaxTemp,MinTemp,Precip,Snow,SnowDepth,datetime,day,month,year,season
1458,1874-12-29,0,-18,0,M,M,1874-12-29,29,12,1874,Winter
1459,1874-12-30,0,-18,0,M,M,1874-12-30,30,12,1874,Winter
1460,1874-12-31,10,-20,0,M,M,1874-12-31,31,12,1874,Winter
1461,1875-01-01,23,0,0.1,M,M,1875-01-01,1,1,1875,Winter
1462,1875-01-02,4,-11,0.05,M,M,1875-01-02,2,1,1875,Winter
1463,1875-01-03,2,-15,0,M,M,1875-01-03,3,1,1875,Winter
1464,1875-01-04,-8,-18,0,M,M,1875-01-04,4,1,1875,Winter
1465,1875-01-05,-3,-20,0,M,M,1875-01-05,5,1,1875,Winter
1466,1875-01-06,9,-6,0,M,M,1875-01-06,6,1,1875,Winter
1467,1875-01-07,12,-8,0,M,M,1875-01-07,7,1,1875,Winter
1468,1875-01-08,9,-30,0.33,M,M,1875-01-08,8,1,1875,Winter
1469,1875-01-09,-6,-30,0,M,M,1875-01-09,9,1,1875,Winter
1470,1875-01-10,5,-17,0,M,M,1875-01-10,10,1,1875,Winter
1471,1875-01-11,-6,-23,0.04,M,M,1875-01-11,11,1,1875,Winter
1472,1875-01-12,6,-6,0.29,M,M,1875-01-12,12,1,1875,Winter
1473,1875-01-13,2,-21,0.08,M,M,1875-01-13,13,1,1875,Winter
1474,1875-01-14,-11,-25,0,M,M,1875-01-14,14,1,1875,Winter
1475,1875-01-15,-3,-22,0.23,M,M,1875-01-15,15,1,1875,Winter
1476,1875-01-16,-2,-20,0,M,M,1875-01-16,16,1,1875,Winter
1477,1875-01-17,3,-20,0.06,M,M,1875-01-17,17,1,1875,Winter
1478,1875-01-18,2,-15,0,M,M,1875-01-18,18,1,1875,Winter
1479,1875-01-19,-1,-25,0,M,M,1875-01-19,19,1,1875,Winter
1480,1875-01-20,18,-10,0.03,M,M,1875-01-20,20,1,1875,Winter
1481,1875-01-21,21,1,0,M,M,1875-01-21,21,1,1875,Winter
1482,1875-01-22,10,-10,0,M,M,1875-01-22,22,1,1875,Winter
1483,1875-01-23,22,5,0,M,M,1875-01-23,23,1,1875,Winter
1484,1875-01-24,8,-10,0,M,M,1875-01-24,24,1,1875,Winter
1485,1875-01-25,2,-20,0,M,M,1875-01-25,25,1,1875,Winter
1486,1875-01-26,20,0,0.1,M,M,1875-01-26,26,1,1875,Winter
1487,1875-01-27,20,6,0,M,M,1875-01-27,27,1,1875,Winter
1488,1875-01-28,15,0,0,M,M,1875-01-28,28,1,1875,Winter
1489,1875-01-29,10,-5,0.07,M,M,1875-01-29,29,1,1875,Winter
1490,1875-01-30,4,-10,0.03,M,M,1875-01-30,30,1,1875,Winter
1491,1875-01-31,6,-20,0,M,M,1875-01-31,31,1,1875,Winter
1492,1875-02-01,12,5,0,M,M,1875-02-01,1,2,1875,Winter
1493,1875-02-02,9,2,0.25,M,M,1875-02-02,2,2,1875,Winter
1494,1875-02-03,2,-20,0.18,M,M,1875-02-03,3,2,1875,Winter
1495,1875-02-04,-6,-25,0,M,M,1875-02-04,4,2,1875,Winter
1496,1875-02-05,3,-15,0.04,M,M,1875-02-05,5,2,1875,Winter
1497,1875-02-06,-7,-24,0,M,M,1875-02-06,6,2,1875,Winter
1498,1875-02-07,5,-29,0,M,M,1875-02-07,7,2,1875,Winter
1499,1875-02-08,-5,-25,0,M,M,1875-02-08,8,2,1875,Winter
1500,1875-02-09,4,-32,0,M,M,1875-02-09,9,2,1875,Winter
1501,1875-02-10,15,-8,0.24,M,M,1875-02-10,10,2,1875,Winter
1502,1875-02-11,-11,-30,0,M,M,1875-02-11,11,2,1875,Winter
1503,1875-02-12,2,-30,0,M,M,1875-02-12,12,2,1875,Winter
1504,1875-02-13,4,-18,0,M,M,1875-02-13,13,2,1875,Winter
1505,1875-02-14,2,-25,0,M,M,1875-02-14,14,2,1875,Winter
1506,1875-02-15,4,-25,0,M,M,1875-02-15,15,2,1875,Winter
1507,1875-02-16,18,-20,0.06,M,M,1875-02-16,16,2,1875,Winter
1508,1875-02-17,4,-15,0,M,M,1875-02-17,17,2,1875,Winter
1509,1875-02-18,21,-15,0.15,M,M,1875-02-18,18,2,1875,Winter
1510,1875-02-19,20,10,0.04,M,M,1875-02-19,19,2,1875,Winter
1511,1875-02-20,18,8,0,M,M,1875-02-20,20,2,1875,Winter
1512,1875-02-21,18,-10,0.01,M,M,1875-02-21,21,2,1875,Winter
1513,1875-02-22,22,8,0.43,M,M,1875-02-22,22,2,1875,Winter
1514,1875-02-23,24,-11,0.2,M,M,1875-02-23,23,2,1875,Winter
1515,1875-02-24,13,4,0.1,M,M,1875-02-24,24,2,1875,Winter
1516,1875-02-25,8,-5,0,M,M,1875-02-25,25,2,1875,Winter
1517,1875-02-26,11,-6,0,M,M,1875-02-26,26,2,1875,Winter
1518,1875-02-27,3,-12,0,M,M,1875-02-27,27,2,1875,Winter
1519,1875-02-28,6,0,0.02,M,M,1875-02-28,28,2,1875,Winter
1795,1875-12-01,29,16,0,M,M,1875-12-01,1,12,1875,Winter
1796,1875-12-02,38,26,0,M,M,1875-12-02,2,12,1875,Winter
1797,1875-12-03,40,35,0.16,M,M,1875-12-03,3,12,1875,Winter
1798,1875-12-04,46,38,0,M,M,1875-12-04,4,12,1875,Winter
1799,1875-12-05,46,40,0,M,M,1875-12-05,5,12,1875,Winter
1800,1875-12-06,45,30,0.19,M,M,1875-12-06,6,12,1875,Winter
1801,1875-12-07,30,20,0.33,M,M,1875-12-07,7,12,1875,Winter
1802,1875-12-08,22,8,0,M,M,1875-12-08,8,12,1875,Winter
1803,1875-12-09,21,8,T,M,M,1875-12-09,9,12,1875,Winter
1804,1875-12-10,25,18,0.22,M,M,1875-12-10,10,12,1875,Winter
1805,1875-12-11,23,14,0.04,M,M,1875-12-11,11,12,1875,Winter
1806,1875-12-12,43,9,0,M,M,1875-12-12,12,12,1875,Winter
1807,1875-12-13,30,19,0,M,M,1875-12-13,13,12,1875,Winter
1808,1875-12-14,33,9,0,M,M,1875-12-14,14,12,1875,Winter
1809,1875-12-15,37,22,0,M,M,1875-12-15,15,12,1875,Winter
1810,1875-12-16,25,-10,0,M,M,1875-12-16,16,12,1875,Winter
1811,1875-12-17,6,-17,0,M,M,1875-12-17,17,12,1875,Winter
1812,1875-12-18,13,2,0.01,M,M,1875-12-18,18,12,1875,Winter
1813,1875-12-19,24,7,0,M,M,1875-12-19,19,12,1875,Winter
1814,1875-12-20,36,20,0,M,M,1875-12-20,20,12,1875,Winter
1815,1875-12-21,40,30,0,M,M,1875-12-21,21,12,1875,Winter
1816,1875-12-22,50,33,0,M,M,1875-12-22,22,12,1875,Winter
1817,1875-12-23,45,29,0,M,M,1875-12-23,23,12,1875,Winter
1818,1875-12-24,34,23,0.57,M,M,1875-12-24,24,12,1875,Winter
1819,1875-12-25,24,7,0,M,M,1875-12-25,25,12,1875,Winter
1820,1875-12-26,23,10,0.02,M,M,1875-12-26,26,12,1875,Winter
1821,1875-12-27,25,2,0,M,M,1875-12-27,27,12,1875,Winter
1822,1875-12-28,28,14,0,M,M,1875-12-28,28,12,1875,Winter
1823,1875-12-29,37,25,0.02,M,M,1875-12-29,29,12,1875,Winter
1824,1875-12-30,39,32,T,M,M,1875-12-30,30,12,1875,Winter
1825,1875-12-31,37,19,0,M,M,1875-12-31,31,12,1875,Winter
1826,1876-01-01,32,16,0.12,M,M,1876-01-01,1,1,1876,Winter
1827,1876-01-02,30,9,0.01,M,M,1876-01-02,2,1,1876,Winter
1828,1876-01-03,10,-8,0,M,M,1876-01-03,3,1,1876,Winter
1829,1876-01-04,22,-2,T,M,M,1876-01-04,4,1,1876,Winter
1830,1876-01-05,24,10,0.02,M,M,1876-01-05,5,1,1876,Winter
1831,1876-01-06,35,3,0,M,M,1876-01-06,6,1,1876,Winter
1832,1876-01-07,36,16,0,M,M,1876-01-07,7,1,1876,Winter
1833,1876-01-08,41,19,0,M,M,1876-01-08,8,1,1876,Winter
1834,1876-01-09,20,-5,0,M,M,1876-01-09,9,1,1876,Winter
1835,1876-01-10,8,-10,0,M,M,1876-01-10,10,1,1876,Winter
1836,1876-01-11,25,3,0.05,M,M,1876-01-11,11,1,1876,Winter
1837,1876-01-12,18,-1,0,M,M,1876-01-12,12,1,1876,Winter
1838,1876-01-13,27,3,0,M,M,1876-01-13,13,1,1876,Winter
1839,1876-01-14,34,18,0,M,M,1876-01-14,14,1,1876,Winter
1840,1876-01-15,40,22,0,M,M,1876-01-15,15,1,1876,Winter
1841,1876-01-16,41,23,0,M,M,1876-01-16,16,1,1876,Winter
1842,1876-01-17,43,35,0,M,M,1876-01-17,17,1,1876,Winter
1843,1876-01-18,39,13,0,M,M,1876-01-18,18,1,1876,Winter
1844,1876-01-19,19,7,0,M,M,1876-01-19,19,1,1876,Winter
1845,1876-01-20,14,1,0,M,M,1876-01-20,20,1,1876,Winter
1846,1876-01-21,10,-5,0.07,M,M,1876-01-21,21,1,1876,Winter
1847,1876-01-22,19,6,0.01,M,M,1876-01-22,22,1,1876,Winter
1848,1876-01-23,20,4,0,M,M,1876-01-23,23,1,1876,Winter
1849,1876-01-24,15,-3,0,M,M,1876-01-24,24,1,1876,Winter
1850,1876-01-25,20,-2,0,M,M,1876-01-25,25,1,1876,Winter
1851,1876-01-26,32,5,0,M,M,1876-01-26,26,1,1876,Winter
1852,1876-01-27,31,14,T,M,M,1876-01-27,27,1,1876,Winter
1853,1876-01-28,29,-3,0.32,M,M,1876-01-28,28,1,1876,Winter
1854,1876-01-29,8,-13,0,M,M,1876-01-29,29,1,1876,Winter
1855,1876-01-30,32,0,0,M,M,1876-01-30,30,1,1876,Winter
1856,1876-01-31,29,-4,0.13,M,M,1876-01-31,31,1,1876,Winter
1857,1876-02-01,-1,-16,0.09,M,M,1876-02-01,1,2,1876,Winter
1858,1876-02-02,6,-22,0,M,M,1876-02-02,2,2,1876,Winter
1859,1876-02-03,8,-13,0,M,M,1876-02-03,3,2,1876,Winter
1860,1876-02-04,5,-19,0.05,M,M,1876-02-04,4,2,1876,Winter
1861,1876-02-05,40,2,0,M,M,1876-02-05,5,2,1876,Winter
1862,1876-02-06,34,14,T,M,M,1876-02-06,6,2,1876,Winter
1863,1876-02-07,26,2,0,M,M,1876-02-07,7,2,1876,Winter
1864,1876-02-08,30,12,T,M,M,1876-02-08,8,2,1876,Winter
1865,1876-02-09,32,23,0,M,M,1876-02-09,9,2,1876,Winter
1866,1876-02-10,39,23,0,M,M,1876-02-10,10,2,1876,Winter
1867,1876-02-11,31,8,0,M,M,1876-02-11,11,2,1876,Winter
1868,1876-02-12,36,22,0,M,M,1876-02-12,12,2,1876,Winter
1869,1876-02-13,36,16,0.1,M,M,1876-02-13,13,2,1876,Winter
1870,1876-02-14,16,-1,0.08,M,M,1876-02-14,14,2,1876,Winter
1871,1876-02-15,12,-4,0,M,M,1876-02-15,15,2,1876,Winter
1872,1876-02-16,23,0,0,M,M,1876-02-16,16,2,1876,Winter
1873,1876-02-17,30,2,0,M,M,1876-02-17,17,2,1876,Winter
1874,1876-02-18,42,20,0,M,M,1876-02-18,18,2,1876,Winter
1875,1876-02-19,28,8,0,M,M,1876-02-19,19,2,1876,Winter
1876,1876-02-20,40,16,0,M,M,1876-02-20,20,2,1876,Winter
1877,1876-02-21,36,4,0.02,M,M,1876-02-21,21,2,1876,Winter
1878,1876-02-22,8,-4,0.08,M,M,1876-02-22,22,2,1876,Winter
1879,1876-02-23,12,-14,0,M,M,1876-02-23,23,2,1876,Winter
1880,1876-02-24,36,9,0,M,M,1876-02-24,24,2,1876,Winter
1881,1876-02-25,46,28,0,M,M,1876-02-25,25,2,1876,Winter
1882,1876-02-26,38,21,0,M,M,1876-02-26,26,2,1876,Winter
1883,1876-02-27,28,15,0.24,M,M,1876-02-27,27,2,1876,Winter
1884,1876-02-28,22,11,0,M,M,1876-02-28,28,2,1876,Winter
1885,1876-02-29,22,0,0,M,M,1876-02-29,29,2,1876,Winter
2161,1876-12-01,13,-6,0,M,M,1876-12-01,1,12,1876,Winter
2162,1876-12-02,15,-4,0,M,M,1876-12-02,2,12,1876,Winter
2163,1876-12-03,18,7,0.01,M,M,1876-12-03,3,12,1876,Winter
2164,1876-12-04,20,7,0,M,M,1876-12-04,4,12,1876,Winter
2165,1876-12-05,36,10,0,M,M,1876-12-05,5,12,1876,Winter
2166,1876-12-06,32,22,0,M,M,1876-12-06,6,12,1876,Winter
2167,1876-12-07,25,7,0,M,M,1876-12-07,7,12,1876,Winter
2168,1876-12-08,9,-22,T,M,M,1876-12-08,8,12,1876,Winter
2169,1876-12-09,0,-27,0.01,M,M,1876-12-09,9,12,1876,Winter
2170,1876-12-10,12,0,0.03,M,M,1876-12-10,10,12,1876,Winter
2171,1876-12-11,41,-2,0.01,M,M,1876-12-11,11,12,1876,Winter
2172,1876-12-12,41,22,0,M,M,1876-12-12,12,12,1876,Winter
2173,1876-12-13,40,30,0,M,M,1876-12-13,13,12,1876,Winter
2174,1876-12-14,32,-4,0,M,M,1876-12-14,14,12,1876,Winter
2175,1876-12-15,40,-17,T,M,M,1876-12-15,15,12,1876,Winter
2176,1876-12-16,-5,-22,0.03,M,M,1876-12-16,16,12,1876,Winter
2177,1876-12-17,1,-5,0.04,M,M,1876-12-17,17,12,1876,Winter
2178,1876-12-18,16,-11,0,M,M,1876-12-18,18,12,1876,Winter
2179,1876-12-19,9,-7,0.01,M,M,1876-12-19,19,12,1876,Winter
2180,1876-12-20,18,4,0.04,M,M,1876-12-20,20,12,1876,Winter
2181,1876-12-21,20,10,0.01,M,M,1876-12-21,21,12,1876,Winter
2182,1876-12-22,15,-4,T,M,M,1876-12-22,22,12,1876,Winter
2183,1876-12-23,8,-5,0,M,M,1876-12-23,23,12,1876,Winter
2184,1876-12-24,14,-11,0,M,M,1876-12-24,24,12,1876,Winter
2185,1876-12-25,18,0,0.03,M,M,1876-12-25,25,12,1876,Winter
2186,1876-12-26,27,-1,0.01,M,M,1876-12-26,26,12,1876,Winter
2187,1876-12-27,8,-11,0,M,M,1876-12-27,27,12,1876,Winter
2188,1876-12-28,19,-2,0.01,M,M,1876-12-28,28,12,1876,Winter
2189,1876-12-29,15,3,T,M,M,1876-12-29,29,12,1876,Winter
2190,1876-12-30,7,-16,0,M,M,1876-12-30,30,12,1876,Winter
2191,1876-12-31,15,-7,0.01,M,M,1876-12-31,31,12,1876,Winter
2192,1877-01-01,8,-11,0,M,M,1877-01-01,1,1,1877,Winter
2193,1877-01-02,8,-13,0.02,M,M,1877-01-02,2,1,1877,Winter
2194,1877-01-03,9,-13,0.01,M,M,1877-01-03,3,1,1877,Winter
2195,1877-01-04,23,-4,0,M,M,1877-01-04,4,1,1877,Winter
2196,1877-01-05,27,18,0,M,M,1877-01-05,5,1,1877,Winter
2197,1877-01-06,34,7,0.02,M,M,1877-01-06,6,1,1877,Winter
2198,1877-01-07,7,-8,0,M,M,1877-01-07,7,1,1877,Winter
2199,1877-01-08,-3,-24,0,M,M,1877-01-08,8,1,1877,Winter
2200,1877-01-09,13,-17,T,M,M,1877-01-09,9,1,1877,Winter
2201,1877-01-10,8,-15,T,M,M,1877-01-10,10,1,1877,Winter
2202,1877-01-11,8,-12,0.04,M,M,1877-01-11,11,1,1877,Winter
2203,1877-01-12,5,-15,T,M,M,1877-01-12,12,1,1877,Winter
2204,1877-01-13,23,-14,T,M,M,1877-01-13,13,1,1877,Winter
2205,1877-01-14,18,4,0.02,M,M,1877-01-14,14,1,1877,Winter
2206,1877-01-15,11,-15,0,M,M,1877-01-15,15,1,1877,Winter
2207,1877-01-16,0,-18,0,M,M,1877-01-16,16,1,1877,Winter
2208,1877-01-17,18,-7,0,M,M,1877-01-17,17,1,1877,Winter
2209,1877-01-18,18,2,0,M,M,1877-01-18,18,1,1877,Winter
2210,1877-01-19,14,-8,0,M,M,1877-01-19,19,1,1877,Winter
2211,1877-01-20,15,-9,0,M,M,1877-01-20,20,1,1877,Winter
2212,1877-01-21,24,0,T,M,M,1877-01-21,21,1,1877,Winter
2213,1877-01-22,12,-10,0,M,M,1877-01-22,22,1,1877,Winter
2214,1877-01-23,22,-8,T,M,M,1877-01-23,23,1,1877,Winter
2215,1877-01-24,18,-2,0,M,M,1877-01-24,24,1,1877,Winter
2216,1877-01-25,25,1,0,M,M,1877-01-25,25,1,1877,Winter
2217,1877-01-26,35,10,0,M,M,1877-01-26,26,1,1877,Winter
2218,1877-01-27,36,19,0,M,M,1877-01-27,27,1,1877,Winter
2219,1877-01-28,42,21,0,M,M,1877-01-28,28,1,1877,Winter
2220,1877-01-29,38,15,0,M,M,1877-01-29,29,1,1877,Winter
2221,1877-01-30,39,31,0.39,M,M,1877-01-30,30,1,1877,Winter
2222,1877-01-31,40,33,0.05,M,M,1877-01-31,31,1,1877,Winter
2223,1877-02-01,42,27,0,M,M,1877-02-01,1,2,1877,Winter
2224,1877-02-02,38,20,0,M,M,1877-02-02,2,2,1877,Winter
2225,1877-02-03,44,20,0,M,M,1877-02-03,3,2,1877,Winter
2226,1877-02-04,48,31,T,M,M,1877-02-04,4,2,1877,Winter
2227,1877-02-05,44,26,T,M,M,1877-02-05,5,2,1877,Winter
2228,1877-02-06,44,32,0,M,M,1877-02-06,6,2,1877,Winter
2229,1877-02-07,43,26,0,M,M,1877-02-07,7,2,1877,Winter
2230,1877-02-08,40,21,0,M,M,1877-02-08,8,2,1877,Winter
2231,1877-02-09,43,23,0,M,M,1877-02-09,9,2,1877,Winter
2232,1877-02-10,49,30,0,M,M,1877-02-10,10,2,1877,Winter
2233,1877-02-11,41,10,0,M,M,1877-02-11,11,2,1877,Winter
2234,1877-02-12,29,5,0,M,M,1877-02-12,12,2,1877,Winter
2235,1877-02-13,34,18,0,M,M,1877-02-13,13,2,1877,Winter
2236,1877-02-14,35,18,0,M,M,1877-02-14,14,2,1877,Winter
2237,1877-02-15,42,30,0.01,M,M,1877-02-15,15,2,1877,Winter
2238,1877-02-16,32,16,0,M,M,1877-02-16,16,2,1877,Winter
2239,1877-02-17,40,16,0,M,M,1877-02-17,17,2,1877,Winter
2240,1877-02-18,50,30,0,M,M,1877-02-18,18,2,1877,Winter
2241,1877-02-19,43,31,0,M,M,1877-02-19,19,2,1877,Winter
2242,1877-02-20,50,23,0,M,M,1877-02-20,20,2,1877,Winter
2243,1877-02-21,52,31,0,M,M,1877-02-21,21,2,1877,Winter
2244,1877-02-22,43,26,T,M,M,1877-02-22,22,2,1877,Winter
2245,1877-02-23,32,21,0,M,M,1877-02-23,23,2,1877,Winter
2246,1877-02-24,31,20,0,M,M,1877-02-24,24,2,1877,Winter
2247,1877-02-25,35,22,0,M,M,1877-02-25,25,2,1877,Winter
2248,1877-02-26,39,22,0,M,M,1877-02-26,26,2,1877,Winter
2249,1877-02-27,43,19,0,M,M,1877-02-27,27,2,1877,Winter
2250,1877-02-28,43,22,0,M,M,1877-02-28,28,2,1877,Winter
2526,1877-12-01,25,15,T,M,M,1877-12-01,1,12,1877,Winter
2527,1877-12-02,32,13,0,M,M,1877-12-02,2,12,1877,Winter
2528,1877-12-03,37,17,0,M,M,1877-12-03,3,12,1877,Winter
2529,1877-12-04,37,30,0.58,M,M,1877-12-04,4,12,1877,Winter
2530,1877-12-05,36,20,0.17,M,M,1877-12-05,5,12,1877,Winter
2531,1877-12-06,34,17,0,M,M,1877-12-06,6,12,1877,Winter
2532,1877-12-07,33,10,0,M,M,1877-12-07,7,12,1877,Winter
2533,1877-12-08,30,16,0,M,M,1877-12-08,8,12,1877,Winter
2534,1877-12-09,33,14,0,M,M,1877-12-09,9,12,1877,Winter
2535,1877-12-10,41,27,0,M,M,1877-12-10,10,12,1877,Winter
2536,1877-12-11,43,30,0,M,M,1877-12-11,11,12,1877,Winter
2537,1877-12-12,44,33,0,M,M,1877-12-12,12,12,1877,Winter
2538,1877-12-13,41,27,0,M,M,1877-12-13,13,12,1877,Winter
2539,1877-12-14,44,23,0,M,M,1877-12-14,14,12,1877,Winter
2540,1877-12-15,47,30,0,M,M,1877-12-15,15,12,1877,Winter
2541,1877-12-16,42,25,0,M,M,1877-12-16,16,12,1877,Winter
2542,1877-12-17,47,27,0,M,M,1877-12-17,17,12,1877,Winter
2543,1877-12-18,47,36,0.11,M,M,1877-12-18,18,12,1877,Winter
2544,1877-12-19,46,36,0.01,M,M,1877-12-19,19,12,1877,Winter
2545,1877-12-20,43,32,0.03,M,M,1877-12-20,20,12,1877,Winter
2546,1877-12-21,56,38,0.01,M,M,1877-12-21,21,12,1877,Winter
2547,1877-12-22,52,45,0.14,M,M,1877-12-22,22,12,1877,Winter
2548,1877-12-23,52,38,0.02,M,M,1877-12-23,23,12,1877,Winter
2549,1877-12-24,42,35,0,M,M,1877-12-24,24,12,1877,Winter
2550,1877-12-25,38,34,0,M,M,1877-12-25,25,12,1877,Winter
2551,1877-12-26,40,34,0,M,M,1877-12-26,26,12,1877,Winter
2552,1877-12-27,39,32,0.04,M,M,1877-12-27,27,12,1877,Winter
2553,1877-12-28,38,32,0.18,M,M,1877-12-28,28,12,1877,Winter
2554,1877-12-29,36,32,0.13,M,M,1877-12-29,29,12,1877,Winter
2555,1877-12-30,36,26,0,M,M,1877-12-30,30,12,1877,Winter
2556,1877-12-31,36,22,0,M,M,1877-12-31,31,12,1877,Winter
2557,1878-01-01,30,14,0,M,M,1878-01-01,1,1,1878,Winter
2558,1878-01-02,20,1,0,M,M,1878-01-02,2,1,1878,Winter
2559,1878-01-03,26,9,0.23,M,M,1878-01-03,3,1,1878,Winter
2560,1878-01-04,16,-9,0.06,M,M,1878-01-04,4,1,1878,Winter
2561,1878-01-05,12,-8,0.06,M,M,1878-01-05,5,1,1878,Winter
2562,1878-01-06,6,-13,0,M,M,1878-01-06,6,1,1878,Winter
2563,1878-01-07,22,-10,0,M,M,1878-01-07,7,1,1878,Winter
2564,1878-01-08,33,12,0,M,M,1878-01-08,8,1,1878,Winter
2565,1878-01-09,37,27,0.04,M,M,1878-01-09,9,1,1878,Winter
2566,1878-01-10,36,27,0,M,M,1878-01-10,10,1,1878,Winter
2567,1878-01-11,33,26,0,M,M,1878-01-11,11,1,1878,Winter
2568,1878-01-12,35,28,0.06,M,M,1878-01-12,12,1,1878,Winter
2569,1878-01-13,33,21,0,M,M,1878-01-13,13,1,1878,Winter
2570,1878-01-14,28,16,0,M,M,1878-01-14,14,1,1878,Winter
2571,1878-01-15,32,12,0,M,M,1878-01-15,15,1,1878,Winter
2572,1878-01-16,33,19,0,M,M,1878-01-16,16,1,1878,Winter
2573,1878-01-17,34,21,0,M,M,1878-01-17,17,1,1878,Winter
2574,1878-01-18,34,27,0,M,M,1878-01-18,18,1,1878,Winter
2575,1878-01-19,37,27,0,M,M,1878-01-19,19,1,1878,Winter
2576,1878-01-20,32,26,0,M,M,1878-01-20,20,1,1878,Winter
2577,1878-01-21,31,21,0,M,M,1878-01-21,21,1,1878,Winter
2578,1878-01-22,31,8,0,M,M,1878-01-22,22,1,1878,Winter
2579,1878-01-23,24,3,0,M,M,1878-01-23,23,1,1878,Winter
2580,1878-01-24,36,21,0,M,M,1878-01-24,24,1,1878,Winter
2581,1878-01-25,33,25,T,M,M,1878-01-25,25,1,1878,Winter
2582,1878-01-26,34,19,0,M,M,1878-01-26,26,1,1878,Winter
2583,1878-01-27,32,16,0,M,M,1878-01-27,27,1,1878,Winter
2584,1878-01-28,25,5,0,M,M,1878-01-28,28,1,1878,Winter
2585,1878-01-29,29,15,0.06,M,M,1878-01-29,29,1,1878,Winter
2586,1878-01-30,31,21,0.49,M,M,1878-01-30,30,1,1878,Winter
2587,1878-01-31,34,13,0,M,M,1878-01-31,31,1,1878,Winter
2588,1878-02-01,38,14,0,M,M,1878-02-01,1,2,1878,Winter
2589,1878-02-02,37,5,0,M,M,1878-02-02,2,2,1878,Winter
2590,1878-02-03,32,3,0,M,M,1878-02-03,3,2,1878,Winter
2591,1878-02-04,35,12,0,M,M,1878-02-04,4,2,1878,Winter
2592,1878-02-05,44,28,0,M,M,1878-02-05,5,2,1878,Winter
2593,1878-02-06,48,33,0,M,M,1878-02-06,6,2,1878,Winter
2594,1878-02-07,40,32,0.04,M,M,1878-02-07,7,2,1878,Winter
2595,1878-02-08,33,22,0,M,M,1878-02-08,8,2,1878,Winter
2596,1878-02-09,32,18,0,M,M,1878-02-09,9,2,1878,Winter
2597,1878-02-10,30,11,0,M,M,1878-02-10,10,2,1878,Winter
2598,1878-02-11,38,15,0.21,M,M,1878-02-11,11,2,1878,Winter
2599,1878-02-12,36,20,0.02,M,M,1878-02-12,12,2,1878,Winter
2600,1878-02-13,37,21,0,M,M,1878-02-13,13,2,1878,Winter
2601,1878-02-14,37,27,T,M,M,1878-02-14,14,2,1878,Winter
2602,1878-02-15,39,22,0,M,M,1878-02-15,15,2,1878,Winter
2603,1878-02-16,36,21,0.4,M,M,1878-02-16,16,2,1878,Winter
2604,1878-02-17,37,24,0,M,M,1878-02-17,17,2,1878,Winter
2605,1878-02-18,36,24,0,M,M,1878-02-18,18,2,1878,Winter
2606,1878-02-19,45,32,0,M,M,1878-02-19,19,2,1878,Winter
2607,1878-02-20,44,33,0,M,M,1878-02-20,20,2,1878,Winter
2608,1878-02-21,43,32,0,M,M,1878-02-21,21,2,1878,Winter
2609,1878-02-22,45,32,0,M,M,1878-02-22,22,2,1878,Winter
2610,1878-02-23,37,29,0,M,M,1878-02-23,23,2,1878,Winter
2611,1878-02-24,40,28,T,M,M,1878-02-24,24,2,1878,Winter
2612,1878-02-25,41,27,0,M,M,1878-02-25,25,2,1878,Winter
2613,1878-02-26,44,25,0,M,M,1878-02-26,26,2,1878,Winter
2614,1878-02-27,51,30,0,M,M,1878-02-27,27,2,1878,Winter
2615,1878-02-28,55,36,0,M,M,1878-02-28,28,2,1878,Winter
2891,1878-12-01,38,16,0,M,M,1878-12-01,1,12,1878,Winter
2892,1878-12-02,44,21,0.19,M,M,1878-12-02,2,12,1878,Winter
2893,1878-12-03,40,33,0.09,M,M,1878-12-03,3,12,1878,Winter
2894,1878-12-04,39,28,0,M,M,1878-12-04,4,12,1878,Winter
2895,1878-12-05,36,20,0,M,M,1878-12-05,5,12,1878,Winter
2896,1878-12-06,37,17,0,M,M,1878-12-06,6,12,1878,Winter
2897,1878-12-07,31,11,0,M,M,1878-12-07,7,12,1878,Winter
2898,1878-12-08,34,20,0,M,M,1878-12-08,8,12,1878,Winter
2899,1878-12-09,36,24,T,M,M,1878-12-09,9,12,1878,Winter
2900,1878-12-10,37,28,0,M,M,1878-12-10,10,12,1878,Winter
2901,1878-12-11,39,24,T,M,M,1878-12-11,11,12,1878,Winter
2902,1878-12-12,29,15,0,M,M,1878-12-12,12,12,1878,Winter
2903,1878-12-13,29,16,0,M,M,1878-12-13,13,12,1878,Winter
2904,1878-12-14,27,12,T,M,M,1878-12-14,14,12,1878,Winter
2905,1878-12-15,27,18,0.1,M,M,1878-12-15,15,12,1878,Winter
2906,1878-12-16,28,18,0.04,M,M,1878-12-16,16,12,1878,Winter
2907,1878-12-17,29,13,0.11,M,M,1878-12-17,17,12,1878,Winter
2908,1878-12-18,24,7,T,M,M,1878-12-18,18,12,1878,Winter
2909,1878-12-19,20,5,0,M,M,1878-12-19,19,12,1878,Winter
2910,1878-12-20,25,8,0.11,M,M,1878-12-20,20,12,1878,Winter
2911,1878-12-21,26,1,0.34,M,M,1878-12-21,21,12,1878,Winter
2912,1878-12-22,11,-2,0,M,M,1878-12-22,22,12,1878,Winter
2913,1878-12-23,4,-13,0,M,M,1878-12-23,23,12,1878,Winter
2914,1878-12-24,11,-6,0,M,M,1878-12-24,24,12,1878,Winter
2915,1878-12-25,17,-6,0,M,M,1878-12-25,25,12,1878,Winter
