Unnamed: 0,Date,MaxTemp,MinTemp,Precip,Snow,SnowDepth,datetime,day,month,year,season
37760,5/21/2003,63,43,0,0,0,2003-05-21,21,5,2003,Spring
37761,5/22/2003,52,48,0.35,0,0,2003-05-22,22,5,2003,Spring
37762,5/23/2003,65,43,0,0,0,2003-05-23,23,5,2003,Spring
37763,5/24/2003,70,51,0,0,0,2003-05-24,24,5,2003,Spring
37764,5/25/2003,76,43,0,0,0,2003-05-25,25,5,2003,Spring
37765,5/26/2003,76,49,0,0,0,2003-05-26,26,5,2003,Spring
37766,5/27/2003,82,50,0,0,0,2003-05-27,27,5,2003,Spring
37767,5/28/2003,77,61,0,0,0,2003-05-28,28,5,2003,Spring
37768,5/29/2003,80,54,T,0,0,2003-05-29,29,5,2003,Spring
37769,5/30/2003,77,53,0.21,0,0,2003-05-30,30,5,2003,Spring
37770,5/31/2003,64,47,0,0,0,2003-05-31,31,5,2003,Spring
38045,3/1/2004,44,38,0.01,0,2,2004-03-01,1,3,2004,Spring
38046,3/2/2004,39,31,0,0,T,2004-03-02,2,3,2004,Spring
38047,3/3/2004,36,28,0.04,T,0,2004-03-03,3,3,2004,Spring
38048,3/4/2004,38,29,T,0,T,2004-03-04,4,3,2004,Spring
38049,3/5/2004,35,31,0.59,7.8,5,2004-03-05,5,3,2004,Spring
38050,3/6/2004,36,25,0.07,T,5,2004-03-06,6,3,2004,Spring
38051,3/7/2004,36,24,T,T,2,2004-03-07,7,3,2004,Spring
38052,3/8/2004,35,21,0.07,0.9,2,2004-03-08,8,3,2004,Spring
38053,3/9/2004,43,23,0,0,1,2004-03-09,9,3,2004,Spring
38054,3/10/2004,46,29,0.09,T,T,2004-03-10,10,3,2004,Spring
38055,3/11/2004,29,5,T,0.2,T,2004-03-11,11,3,2004,Spring
38056,3/12/2004,32,6,0,0,T,2004-03-12,12,3,2004,Spring
38057,3/13/2004,45,27,0.15,T,0,2004-03-13,13,3,2004,Spring
38058,3/14/2004,36,27,T,T,0,2004-03-14,14,3,2004,Spring
38059,3/15/2004,35,22,0,0,0,2004-03-15,15,3,2004,Spring
38060,3/16/2004,37,22,0.09,1.5,0,2004-03-16,16,3,2004,Spring
38061,3/17/2004,44,30,T,0,1,2004-03-17,17,3,2004,Spring
38062,3/18/2004,42,30,0.05,T,T,2004-03-18,18,3,2004,Spring
38063,3/19/2004,53,30,T,T,0,2004-03-19,19,3,2004,Spring
38064,3/20/2004,48,23,T,0,0,2004-03-20,20,3,2004,Spring
38065,3/21/2004,32,17,0,0,0,2004-03-21,21,3,2004,Spring
38066,3/22/2004,44,17,0,0,0,2004-03-22,22,3,2004,Spring
38067,3/23/2004,51,28,0,0,0,2004-03-23,23,3,2004,Spring
38068,3/24/2004,66,36,0,0,0,2004-03-24,24,3,2004,Spring
38069,3/25/2004,63,44,0.48,0,0,2004-03-25,25,3,2004,Spring
38070,3/26/2004,66,42,0,0,0,2004-03-26,26,3,2004,Spring
38071,3/27/2004,61,47,0.45,0,0,2004-03-27,27,3,2004,Spring
38072,3/28/2004,62,42,0.02,0,0,2004-03-28,28,3,2004,Spring
38073,3/29/2004,46,33,T,T,0,2004-03-29,29,3,2004,Spring
38074,3/30/2004,43,30,0,0,0,2004-03-30,30,3,2004,Spring
38075,3/31/2004,48,24,0,0,0,2004-03-31,31,3,2004,Spring
38076,4/1/2004,57,27,0,0,0,2004-04-01,1,4,2004,Spring
38077,4/2/2004,62,29,0,0,0,2004-04-02,2,4,2004,Spring
38078,4/3/2004,55,37,0,0,0,2004-04-03,3,4,2004,Spring
38079,4/4/2004,51,29,0,0,0,2004-04-04,4,4,2004,Spring
38080,4/5/2004,72,35,T,0,0,2004-04-05,5,4,2004,Spring
38081,4/6/2004,67,45,0,0,0,2004-04-06,6,4,2004,Spring
38082,4/7/2004,70,42,T,0,0,2004-04-07,7,4,2004,Spring
38083,4/8/2004,54,37,0,0,0,2004-04-08,8,4,2004,Spring
38084,4/9/2004,44,33,T,0,0,2004-04-09,9,4,2004,Spring
38085,4/10/2004,43,30,T,T,0,2004-04-10,10,4,2004,Spring
38086,4/11/2004,44,25,0,0,0,2004-04-11,11,4,2004,Spring
38087,4/12/2004,48,28,0,0,0,2004-04-12,12,4,2004,Spring
38088,4/13/2004,59,29,0,0,0,2004-04-13,13,4,2004,Spring
38089,4/14/2004,70,41,0,0,0,2004-04-14,14,4,2004,Spring
38090,4/15/2004,74,47,T,0,0,2004-04-15,15,4,2004,Spring
38091,4/16/2004,72,46,T,0,0,2004-04-16,16,4,2004,Spring
38092,4/17/2004,71,45,0,0,0,2004-04-17,17,4,2004,Spring
38093,4/18/2004,88,51,1.04,0,0,2004-04-18,18,4,2004,Spring
38094,4/19/2004,58,42,0.04,0,0,2004-04-19,19,4,2004,Spring
38095,4/20/2004,53,43,0.31,0,0,2004-04-20,20,4,2004,Spring
38096,4/21/2004,57,39,0.24,0,0,2004-04-21,21,4,2004,Spring
38097,4/22/2004,59,34,0,0,0,2004-04-22,22,4,2004,Spring
38098,4/23/2004,63,43,0,0,0,2004-04-23,23,4,2004,Spring
38099,4/24/2004,57,39,0.18,0,0,2004-04-24,24,4,2004,Spring
38100,4/25/2004,63,41,0.25,0,0,2004-04-25,25,4,2004,Spring
38101,4/26/2004,51,39,0,0,0,2004-04-26,26,4,2004,Spring
38102,4/27/2004,60,33,T,0,0,2004-04-27,27,4,2004,Spring
38103,4/28/2004,91,49,0,0,0,2004-04-28,28,4,2004,Spring
38104,4/29/2004,77,44,T,0,0,2004-04-29,29,4,2004,Spring
38105,4/30/2004,61,43,0,0,0,2004-04-30,30,4,2004,Spring
38106,5/1/2004,56,37,0,0,0,2004-05-01,1,5,2004,Spring
38107,5/2/2004,53,41,0,0,0,2004-05-02,2,5,2004,Spring
38108,5/3/2004,61,37,0,0,0,2004-05-03,3,5,2004,Spring
38109,5/4/2004,64,47,0,0,0,2004-05-04,4,5,2004,Spring
38110,5/5/2004,84,40,0.04,0,0,2004-05-05,5,5,2004,Spring
38111,5/6/2004,71,51,T,0,0,2004-05-06,6,5,2004,Spring
38112,5/7/2004,65,44,T,0,0,2004-05-07,7,5,2004,Spring
38113,5/8/2004,70,46,0,0,0,2004-05-08,8,5,2004,Spring
38114,5/9/2004,88,55,0.62,0,0,2004-05-09,9,5,2004,Spring
38115,5/10/2004,72,56,0,0,0,2004-05-10,10,5,2004,Spring
38116,5/11/2004,77,53,0,0,0,2004-05-11,11,5,2004,Spring
38117,5/12/2004,76,47,0.14,0,0,2004-05-12,12,5,2004,Spring
38118,5/13/2004,47,39,0.38,0,0,2004-05-13,13,5,2004,Spring
38119,5/14/2004,54,39,T,0,0,2004-05-14,14,5,2004,Spring
38120,5/15/2004,59,37,T,0,0,2004-05-15,15,5,2004,Spring
38121,5/16/2004,71,47,0.66,0,0,2004-05-16,16,5,2004,Spring
38122,5/17/2004,66,52,0.32,0,0,2004-05-17,17,5,2004,Spring
38123,5/18/2004,71,46,0,0,0,2004-05-18,18,5,2004,Spring
38124,5/19/2004,75,51,0.17,0,0,2004-05-19,19,5,2004,Spring
38125,5/20/2004,70,61,0,0,0,2004-05-20,20,5,2004,Spring
38126,5/21/2004,63,51,0.21,0,0,2004-05-21,21,5,2004,Spring
38127,5/22/2004,58,47,0.1,0,0,2004-05-22,22,5,2004,Spring
38128,5/23/2004,52,45,1.28,0,0,2004-05-23,23,5,2004,Spring
38129,5/24/2004,56,43,T,0,0,2004-05-24,24,5,2004,Spring
38130,5/25/2004,58,47,0.01,0,0,2004-05-25,25,5,2004,Spring
38131,5/26/2004,70,42,0.69,0,0,2004-05-26,26,5,2004,Spring
38132,5/27/2004,67,51,0.17,0,0,2004-05-27,27,5,2004,Spring
38133,5/28/2004,71,48,0.03,0,0,2004-05-28,28,5,2004,Spring
38134,5/29/2004,60,55,0.82,0,0,2004-05-29,29,5,2004,Spring
38135,5/30/2004,73,56,0.62,0,0,2004-05-30,30,5,2004,Spring
38136,5/31/2004,68,53,0.13,0,0,2004-05-31,31,5,2004,Spring
38410,3/1/2005,23,9,0,0,2,2005-03-01,1,3,2005,Spring
38411,3/2/2005,27,6,0,0,2,2005-03-02,2,3,2005,Spring
38412,3/3/2005,36,8,0,0,2,2005-03-03,3,3,2005,Spring
38413,3/4/2005,42,26,T,T,2,2005-03-04,4,3,2005,Spring
38414,3/5/2005,41,28,0,0,0,2005-03-05,5,3,2005,Spring
38415,3/6/2005,60,34,0,0,0,2005-03-06,6,3,2005,Spring
38416,3/7/2005,43,19,T,T,0,2005-03-07,7,3,2005,Spring
38417,3/8/2005,26,13,0,0,0,2005-03-08,8,3,2005,Spring
38418,3/9/2005,31,12,0,0,0,2005-03-09,9,3,2005,Spring
38419,3/10/2005,38,27,0.09,0.7,1,2005-03-10,10,3,2005,Spring
38420,3/11/2005,34,12,0.03,0.5,0,2005-03-11,11,3,2005,Spring
38421,3/12/2005,23,9,0,0,T,2005-03-12,12,3,2005,Spring
38422,3/13/2005,28,11,T,T,T,2005-03-13,13,3,2005,Spring
38423,3/14/2005,24,12,T,T,0,2005-03-14,14,3,2005,Spring
38424,3/15/2005,37,18,T,T,0,2005-03-15,15,3,2005,Spring
38425,3/16/2005,32,18,0.01,0.1,T,2005-03-16,16,3,2005,Spring
38426,3/17/2005,36,19,0,0,0,2005-03-17,17,3,2005,Spring
38427,3/18/2005,30,24,0.33,5.3,T,2005-03-18,18,3,2005,Spring
38428,3/19/2005,38,22,0,0,5,2005-03-19,19,3,2005,Spring
38429,3/20/2005,38,21,0,0,4,2005-03-20,20,3,2005,Spring
38430,3/21/2005,40,26,0,0,3,2005-03-21,21,3,2005,Spring
38431,3/22/2005,43,24,0,0,1,2005-03-22,22,3,2005,Spring
38432,3/23/2005,46,30,0,0,0,2005-03-23,23,3,2005,Spring
38433,3/24/2005,50,31,0,0,0,2005-03-24,24,3,2005,Spring
38434,3/25/2005,44,26,0,0,0,2005-03-25,25,3,2005,Spring
38435,3/26/2005,50,25,0,0,0,2005-03-26,26,3,2005,Spring
38436,3/27/2005,56,32,0,0,0,2005-03-27,27,3,2005,Spring
38437,3/28/2005,66,38,0,0,0,2005-03-28,28,3,2005,Spring
38438,3/29/2005,71,46,0,0,0,2005-03-29,29,3,2005,Spring
38439,3/30/2005,58,39,0.91,0,0,2005-03-30,30,3,2005,Spring
38440,3/31/2005,57,39,T,0,0,2005-03-31,31,3,2005,Spring
38441,4/1/2005,52,32,T,0,0,2005-04-01,1,4,2005,Spring
38442,4/2/2005,55,29,0,0,0,2005-04-02,2,4,2005,Spring
38443,4/3/2005,68,38,0,0,0,2005-04-03,3,4,2005,Spring
38444,4/4/2005,76,48,0,0,0,2005-04-04,4,4,2005,Spring
38445,4/5/2005,72,55,0,0,0,2005-04-05,5,4,2005,Spring
38446,4/6/2005,58,43,T,0,0,2005-04-06,6,4,2005,Spring
38447,4/7/2005,66,38,0,0,0,2005-04-07,7,4,2005,Spring
38448,4/8/2005,70,42,0,0,0,2005-04-08,8,4,2005,Spring
38449,4/9/2005,75,48,0,0,0,2005-04-09,9,4,2005,Spring
38450,4/10/2005,75,57,0.44,0,0,2005-04-10,10,4,2005,Spring
38451,4/11/2005,69,53,0.19,0,0,2005-04-11,11,4,2005,Spring
38452,4/12/2005,53,45,0.18,0,0,2005-04-12,12,4,2005,Spring
38453,4/13/2005,65,36,0,0,0,2005-04-13,13,4,2005,Spring
38454,4/14/2005,67,41,0,0,0,2005-04-14,14,4,2005,Spring
38455,4/15/2005,70,47,0.13,0,0,2005-04-15,15,4,2005,Spring
38456,4/16/2005,59,49,0.94,0,0,2005-04-16,16,4,2005,Spring
38457,4/17/2005,71,45,0,0,0,2005-04-17,17,4,2005,Spring
38458,4/18/2005,81,61,T,0,0,2005-04-18,18,4,2005,Spring
38459,4/19/2005,68,58,0.21,0,0,2005-04-19,19,4,2005,Spring
38460,4/20/2005,64,48,0,0,0,2005-04-20,20,4,2005,Spring
38461,4/21/2005,63,41,0,0,0,2005-04-21,21,4,2005,Spring
38462,4/22/2005,55,36,T,0,0,2005-04-22,22,4,2005,Spring
38463,4/23/2005,49,31,0,0,0,2005-04-23,23,4,2005,Spring
38464,4/24/2005,58,33,0,0,0,2005-04-24,24,4,2005,Spring
38465,4/25/2005,50,41,0.1,0,0,2005-04-25,25,4,2005,Spring
38466,4/26/2005,48,37,0.11,T,0,2005-04-26,26,4,2005,Spring
38467,4/27/2005,44,33,T,T,0,2005-04-27,27,4,2005,Spring
38468,4/28/2005,49,31,0,0,0,2005-04-28,28,4,2005,Spring
38469,4/29/2005,52,36,T,0,0,2005-04-29,29,4,2005,Spring
38470,4/30/2005,48,34,0,0,0,2005-04-30,30,4,2005,Spring
38471,5/1/2005,46,32,T,T,0,2005-05-01,1,5,2005,Spring
38472,5/2/2005,46,30,T,T,0,2005-05-02,2,5,2005,Spring
38473,5/3/2005,54,29,0,0,0,2005-05-03,3,5,2005,Spring
38474,5/4/2005,67,38,0,0,0,2005-05-04,4,5,2005,Spring
38475,5/5/2005,76,51,T,0,0,2005-05-05,5,5,2005,Spring
38476,5/6/2005,74,50,0,0,0,2005-05-06,6,5,2005,Spring
38477,5/7/2005,73,57,0.01,0,0,2005-05-07,7,5,2005,Spring
38478,5/8/2005,77,60,0.25,0,0,2005-05-08,8,5,2005,Spring
38479,5/9/2005,68,60,0.12,0,0,2005-05-09,9,5,2005,Spring
38480,5/10/2005,68,55,0.02,0,0,2005-05-10,10,5,2005,Spring
38481,5/11/2005,58,42,0,0,0,2005-05-11,11,5,2005,Spring
38482,5/12/2005,42,34,0.62,0,0,2005-05-12,12,5,2005,Spring
38483,5/13/2005,52,40,0.48,0,0,2005-05-13,13,5,2005,Spring
38484,5/14/2005,55,42,0.1,0,0,2005-05-14,14,5,2005,Spring
38485,5/15/2005,56,40,0,0,0,2005-05-15,15,5,2005,Spring
38486,5/16/2005,58,40,0.27,0,0,2005-05-16,16,5,2005,Spring
38487,5/17/2005,67,50,0.16,0,0,2005-05-17,17,5,2005,Spring
38488,5/18/2005,62,55,0.38,0,0,2005-05-18,18,5,2005,Spring
38489,5/19/2005,66,56,T,0,0,2005-05-19,19,5,2005,Spring
38490,5/20/2005,67,53,0,0,0,2005-05-20,20,5,2005,Spring
38491,5/21/2005,70,56,0.06,0,0,2005-05-21,21,5,2005,Spring
38492,5/22/2005,75,57,0,0,0,2005-05-22,22,5,2005,Spring
38493,5/23/2005,71,55,0,0,0,2005-05-23,23,5,2005,Spring
38494,5/24/2005,75,53,T,0,0,2005-05-24,24,5,2005,Spring
38495,5/25/2005,67,52,0.2,0,0,2005-05-25,25,5,2005,Spring
38496,5/26/2005,69,50,0.05,0,0,2005-05-26,26,5,2005,Spring
38497,5/27/2005,62,51,0.04,0,0,2005-05-27,27,5,2005,Spring
38498,5/28/2005,64,48,T,0,0,2005-05-28,28,5,2005,Spring
38499,5/29/2005,66,50,0.02,0,0,2005-05-29,29,5,2005,Spring
38500,5/30/2005,76,49,0,0,0,2005-05-30,30,5,2005,Spring
38501,5/31/2005,79,53,0,0,0,2005-05-31,31,5,2005,Spring
38775,3/1/2006,44,31,0,0,0,2006-03-01,1,3,2006,Spring
38776,3/2/2006,38,26,T,T,0,2006-03-02,2,3,2006,Spring
38777,3/3/2006,31,24,0,0,0,2006-03-03,3,3,2006,Spring
38778,3/4/2006,41,21,0,0,0,2006-03-04,4,3,2006,Spring
38779,3/5/2006,37,32,0.19,1,0,2006-03-05,5,3,2006,Spring
38780,3/6/2006,34,25,T,T,1,2006-03-06,6,3,2006,Spring
38781,3/7/2006,36,29,0.03,0,0,2006-03-07,7,3,2006,Spring
38782,3/8/2006,42,33,0,0,0,2006-03-08,8,3,2006,Spring
38783,3/9/2006,48,32,0,0,0,2006-03-09,9,3,2006,Spring
38784,3/10/2006,56,28,0,0,0,2006-03-10,10,3,2006,Spring
38785,3/11/2006,53,31,0,0,0,2006-03-11,11,3,2006,Spring
38786,3/12/2006,42,24,0.19,0.8,0,2006-03-12,12,3,2006,Spring
38787,3/13/2006,34,18,0.78,9.9,4,2006-03-13,13,3,2006,Spring
38788,3/14/2006,29,12,0,0,9,2006-03-14,14,3,2006,Spring
38789,3/15/2006,27,10,0.09,2.8,9,2006-03-15,15,3,2006,Spring
38790,3/16/2006,35,25,0.45,5.8,12,2006-03-16,16,3,2006,Spring
38791,3/17/2006,36,12,0,0,11,2006-03-17,17,3,2006,Spring
38792,3/18/2006,35,13,0,0,10,2006-03-18,18,3,2006,Spring
38793,3/19/2006,39,17,0,0,9,2006-03-19,19,3,2006,Spring
38794,3/20/2006,37,27,0,0,8,2006-03-20,20,3,2006,Spring
38795,3/21/2006,37,22,0,0,7,2006-03-21,21,3,2006,Spring
38796,3/22/2006,43,20,T,T,6,2006-03-22,22,3,2006,Spring
38797,3/23/2006,37,31,0.04,0.1,5,2006-03-23,23,3,2006,Spring
38798,3/24/2006,39,30,T,T,4,2006-03-24,24,3,2006,Spring
38799,3/25/2006,40,32,0,0,3,2006-03-25,25,3,2006,Spring
38800,3/26/2006,45,32,0,0,3,2006-03-26,26,3,2006,Spring
38801,3/27/2006,43,32,0.01,0,T,2006-03-27,27,3,2006,Spring
38802,3/28/2006,50,27,0,0,T,2006-03-28,28,3,2006,Spring
38803,3/29/2006,53,35,0.03,0,0,2006-03-29,29,3,2006,Spring
38804,3/30/2006,55,43,0.15,0,0,2006-03-30,30,3,2006,Spring
38805,3/31/2006,53,39,0.05,0,0,2006-03-31,31,3,2006,Spring
38806,4/1/2006,49,38,0,0,0,2006-04-01,1,4,2006,Spring
38807,4/2/2006,43,36,1.06,0,0,2006-04-02,2,4,2006,Spring
38808,4/3/2006,50,33,T,0,0,2006-04-03,3,4,2006,Spring
38809,4/4/2006,56,29,0,0,0,2006-04-04,4,4,2006,Spring
38810,4/5/2006,63,36,0,0,0,2006-04-05,5,4,2006,Spring
38811,4/6/2006,62,47,2.58,T,0,2006-04-06,6,4,2006,Spring
38812,4/7/2006,50,35,0,0,0,2006-04-07,7,4,2006,Spring
38813,4/8/2006,52,29,0,0,0,2006-04-08,8,4,2006,Spring
38814,4/9/2006,60,37,0,0,0,2006-04-09,9,4,2006,Spring
38815,4/10/2006,79,44,0,0,0,2006-04-10,10,4,2006,Spring
38816,4/11/2006,71,59,0,0,0,2006-04-11,11,4,2006,Spring
38817,4/12/2006,71,53,T,0,0,2006-04-12,12,4,2006,Spring
38818,4/13/2006,84,48,T,0,0,2006-04-13,13,4,2006,Spring
38819,4/14/2006,72,56,0,0,0,2006-04-14,14,4,2006,Spring
38820,4/15/2006,78,50,0,0,0,2006-04-15,15,4,2006,Spring
38821,4/16/2006,70,53,T,0,0,2006-04-16,16,4,2006,Spring
38822,4/17/2006,70,47,0,0,0,2006-04-17,17,4,2006,Spring
38823,4/18/2006,71,46,0.06,0,0,2006-04-18,18,4,2006,Spring
38824,4/19/2006,63,46,0.02,0,0,2006-04-19,19,4,2006,Spring
38825,4/20/2006,56,45,0.28,0,0,2006-04-20,20,4,2006,Spring
38826,4/21/2006,59,42,T,0,0,2006-04-21,21,4,2006,Spring
38827,4/22/2006,65,45,T,0,0,2006-04-22,22,4,2006,Spring
38828,4/23/2006,73,45,0,0,0,2006-04-23,23,4,2006,Spring
38829,4/24/2006,62,41,0,0,0,2006-04-24,24,4,2006,Spring
38830,4/25/2006,58,37,0,0,0,2006-04-25,25,4,2006,Spring
38831,4/26/2006,68,41,0,0,0,2006-04-26,26,4,2006,Spring
38832,4/27/2006,72,47,0,0,0,2006-04-27,27,4,2006,Spring
38833,4/28/2006,61,49,0.26,0,0,2006-04-28,28,4,2006,Spring
38834,4/29/2006,54,48,0.9,0,0,2006-04-29,29,4,2006,Spring
38835,4/30/2006,59,50,0.81,0,0,2006-04-30,30,4,2006,Spring
38836,5/1/2006,63,53,0.46,0,0,2006-05-01,1,5,2006,Spring
38837,5/2/2006,70,51,0.01,0,0,2006-05-02,2,5,2006,Spring
38838,5/3/2006,64,51,0,0,0,2006-05-03,3,5,2006,Spring
38839,5/4/2006,56,46,T,0,0,2006-05-04,4,5,2006,Spring
38840,5/5/2006,54,42,0,0,0,2006-05-05,5,5,2006,Spring
38841,5/6/2006,70,41,0,0,0,2006-05-06,6,5,2006,Spring
38842,5/7/2006,71,51,0,0,0,2006-05-07,7,5,2006,Spring
38843,5/8/2006,70,57,0.23,0,0,2006-05-08,8,5,2006,Spring
38844,5/9/2006,75,56,T,0,0,2006-05-09,9,5,2006,Spring
38845,5/10/2006,65,47,T,0,0,2006-05-10,10,5,2006,Spring
38846,5/11/2006,53,45,T,0,0,2006-05-11,11,5,2006,Spring
38847,5/12/2006,50,41,0.46,0,0,2006-05-12,12,5,2006,Spring
38848,5/13/2006,55,40,0.11,0,0,2006-05-13,13,5,2006,Spring
38849,5/14/2006,63,43,0.01,0,0,2006-05-14,14,5,2006,Spring
38850,5/15/2006,68,51,0.06,0,0,2006-05-15,15,5,2006,Spring
38851,5/16/2006,76,53,0,0,0,2006-05-16,16,5,2006,Spring
38852,5/17/2006,70,53,0,0,0,2006-05-17,17,5,2006,Spring
38853,5/18/2006,67,48,0.01,0,0,2006-05-18,18,5,2006,Spring
38854,5/19/2006,69,48,T,0,0,2006-05-19,19,5,2006,Spring
38855,5/20/2006,70,48,T,0,0,2006-05-20,20,5,2006,Spring
38856,5/21/2006,58,41,0,0,0,2006-05-21,21,5,2006,Spring
38857,5/22/2006,72,39,0,0,0,2006-05-22,22,5,2006,Spring
38858,5/23/2006,85,53,0,0,0,2006-05-23,23,5,2006,Spring
38859,5/24/2006,82,67,T,0,0,2006-05-24,24,5,2006,Spring
38860,5/25/2006,80,64,0.31,0,0,2006-05-25,25,5,2006,Spring
38861,5/26/2006,83,60,0,0,0,2006-05-26,26,5,2006,Spring
38862,5/27/2006,87,67,0,0,0,2006-05-27,27,5,2006,Spring
38863,5/28/2006,97,75,0,0,0,2006-05-28,28,5,2006,Spring
38864,5/29/2006,94,74,T,0,0,2006-05-29,29,5,2006,Spring
38865,5/30/2006,84,64,0,0,0,2006-05-30,30,5,2006,Spring
38866,5/31/2006,85,62,0,0,0,2006-05-31,31,5,2006,Spring
39140,3/1/2007,33,24,0.9,9,7,2007-03-01,1,3,2007,Spring
39141,3/2/2007,27,18,0.17,2,15,2007-03-02,2,3,2007,Spring
39142,3/3/2007,23,10,T,T,14,2007-03-03,3,3,2007,Spring
39143,3/4/2007,35,4,0,0,13,2007-03-04,4,3,2007,Spring
39144,3/5/2007,28,10,0,0,11,2007-03-05,5,3,2007,Spring
39145,3/6/2007,21,10,T,T,11,2007-03-06,6,3,2007,Spring
39146,3/7/2007,28,17,0,0,11,2007-03-07,7,3,2007,Spring
39147,3/8/2007,38,22,T,T,10,2007-03-08,8,3,2007,Spring
39148,3/9/2007,47,32,T,0,9,2007-03-09,9,3,2007,Spring
39149,3/10/2007,48,27,0,0,6,2007-03-10,10,3,2007,Spring
39150,3/11/2007,49,26,T,0,5,2007-03-11,11,3,2007,Spring
39151,3/12/2007,54,38,0,0,2,2007-03-12,12,3,2007,Spring
39152,3/13/2007,66,41,0,0,T,2007-03-13,13,3,2007,Spring
39153,3/14/2007,43,32,0,0,T,2007-03-14,14,3,2007,Spring
39154,3/15/2007,41,25,T,T,T,2007-03-15,15,3,2007,Spring
39155,3/16/2007,36,20,0,0,T,2007-03-16,16,3,2007,Spring
39156,3/17/2007,42,22,0,0,T,2007-03-17,17,3,2007,Spring
39157,3/18/2007,42,27,T,0,0,2007-03-18,18,3,2007,Spring
39158,3/19/2007,43,26,0,0,0,2007-03-19,19,3,2007,Spring
39159,3/20/2007,45,23,0,0,0,2007-03-20,20,3,2007,Spring
39160,3/21/2007,56,41,0.02,0,0,2007-03-21,21,3,2007,Spring
39161,3/22/2007,53,31,0,0,0,2007-03-22,22,3,2007,Spring
39162,3/23/2007,65,36,0,0,0,2007-03-23,23,3,2007,Spring
39163,3/24/2007,65,41,0.11,0,0,2007-03-24,24,3,2007,Spring
39164,3/25/2007,73,56,0.18,0,0,2007-03-25,25,3,2007,Spring
39165,3/26/2007,81,50,0,0,0,2007-03-26,26,3,2007,Spring
39166,3/27/2007,65,42,0.09,0,0,2007-03-27,27,3,2007,Spring
39167,3/28/2007,54,44,0.43,0,0,2007-03-28,28,3,2007,Spring
39168,3/29/2007,57,44,T,0,0,2007-03-29,29,3,2007,Spring
39169,3/30/2007,49,43,1.02,0,0,2007-03-30,30,3,2007,Spring
39170,3/31/2007,49,41,0.72,0,0,2007-03-31,31,3,2007,Spring
39171,4/1/2007,49,38,0.09,0,0,2007-04-01,1,4,2007,Spring
39172,4/2/2007,51,39,0.01,0,0,2007-04-02,2,4,2007,Spring
39173,4/3/2007,42,20,0.05,T,0,2007-04-03,3,4,2007,Spring
39174,4/4/2007,30,17,0.01,0.4,0,2007-04-04,4,4,2007,Spring
39175,4/5/2007,32,16,0,0,0,2007-04-05,5,4,2007,Spring
39176,4/6/2007,29,16,0,0,0,2007-04-06,6,4,2007,Spring
39177,4/7/2007,35,15,0,0,0,2007-04-07,7,4,2007,Spring
39178,4/8/2007,40,19,0,0,0,2007-04-08,8,4,2007,Spring
39179,4/9/2007,43,20,0,0,0,2007-04-09,9,4,2007,Spring
39180,4/10/2007,43,30,0.12,T,0,2007-04-10,10,4,2007,Spring
39181,4/11/2007,36,30,0.29,1.3,1,2007-04-11,11,4,2007,Spring
39182,4/12/2007,46,29,0.01,0.2,1,2007-04-12,12,4,2007,Spring
39183,4/13/2007,53,30,0,0,0,2007-04-13,13,4,2007,Spring
39184,4/14/2007,59,30,0,0,0,2007-04-14,14,4,2007,Spring
39185,4/15/2007,64,34,0,0,0,2007-04-15,15,4,2007,Spring
39186,4/16/2007,76,41,0,0,0,2007-04-16,16,4,2007,Spring
39187,4/17/2007,64,46,0,0,0,2007-04-17,17,4,2007,Spring
39188,4/18/2007,65,39,0,0,0,2007-04-18,18,4,2007,Spring
39189,4/19/2007,66,42,0,0,0,2007-04-19,19,4,2007,Spring
39190,4/20/2007,73,47,0,0,0,2007-04-20,20,4,2007,Spring
39191,4/21/2007,83,57,0,0,0,2007-04-21,21,4,2007,Spring
39192,4/22/2007,78,53,0.3,0,0,2007-04-22,22,4,2007,Spring
39193,4/23/2007,69,49,0.01,0,0,2007-04-23,23,4,2007,Spring
39194,4/24/2007,64,49,0,0,0,2007-04-24,24,4,2007,Spring
39195,4/25/2007,60,47,0,0,0,2007-04-25,25,4,2007,Spring
39196,4/26/2007,62,47,0,0,0,2007-04-26,26,4,2007,Spring
39197,4/27/2007,76,45,0,0,0,2007-04-27,27,4,2007,Spring
39198,4/28/2007,79,51,0,0,0,2007-04-28,28,4,2007,Spring
39199,4/29/2007,85,60,0,0,0,2007-04-29,29,4,2007,Spring
39200,4/30/2007,74,52,0.22,0,0,2007-04-30,30,4,2007,Spring
39201,5/1/2007,68,50,0,0,0,2007-05-01,1,5,2007,Spring
39202,5/2/2007,67,46,0,0,0,2007-05-02,2,5,2007,Spring
39203,5/3/2007,73,48,0,0,0,2007-05-03,3,5,2007,Spring
39204,5/4/2007,62,55,0.09,0,0,2007-05-04,4,5,2007,Spring
39205,5/5/2007,67,55,0.09,0,0,2007-05-05,5,5,2007,Spring
39206,5/6/2007,69,55,T,0,0,2007-05-06,6,5,2007,Spring
39207,5/7/2007,72,56,0.06,0,0,2007-05-07,7,5,2007,Spring
39208,5/8/2007,75,54,0.13,0,0,2007-05-08,8,5,2007,Spring
39209,5/9/2007,80,53,0,0,0,2007-05-09,9,5,2007,Spring
39210,5/10/2007,87,56,0,0,0,2007-05-10,10,5,2007,Spring
39211,5/11/2007,74,54,0,0,0,2007-05-11,11,5,2007,Spring
39212,5/12/2007,71,51,0.01,0,0,2007-05-12,12,5,2007,Spring
